id,is_deleted,account_id,record_type_id,name,description,stage_name,amount,probability,close_date,type,next_step,lead_source,is_closed,is_won,forecast_category,forecast_category_name,campaign_id,has_opportunity_line_item,is_split,pricebook_2_id,owner_id,created_date,created_by_id,last_modified_date,last_modified_by_id,system_modstamp,last_activity_date,push_count,last_stage_change_date,fiscal_quarter,fiscal_year,fiscal,contact_id,last_viewed_date,last_referenced_date,synced_quote_id,contract_id,has_open_activity,has_overdue_task,last_amount_changed_history_id,last_close_date_changed_history_id
994ab4dc-debc-4707-858c-7d342c435acd,False,b500352f-e175-4697-8595-834ee0d736d1,f07960d4-4b0d-490c-815d-5d58d0783aa8,Ball LLC opportunity,"Serious section according student material above along. Home feel particularly financial fund both expect finish.
Hair though interest about explain. Money once cause media throw pick.",qualification,134899.42,60,2024-07-25,new business,Night memory opportunity she half half.,partner referral,True,True,omitted,commit,9b8a68e2-2d79-4236-8056-eb883a8bc301,True,True,8e71115b-9ca4-4574-9f38-a259a5c1e8c4,005fd981-ff2e-4f42-8226-c5f4d7b45232,2024-04-13,e127f205-c13d-4998-87f9-dd5ad411c21c,2024-06-13T21:34:37.514304,899db5fe-9eb5-456c-bc4e-6b0bd9564d61,2020-04-18T19:07:53.626506,2024-06-16T10:49:39.176236,7,2024-05-31T19:16:25.162643,1,2021,q1-2022,422f4df7-7e00-40d9-bbf5-45b3297ee568,2024-06-14T21:07:03.881988,2024-06-09T11:04:34.355302,7d9b242b-7bf5-40a6-ac72-c89a577b68d5,307a94ff-626c-4710-979f-2e140ab9f400,False,True,9df6a0e3-3e8b-4d8d-bd2e-99fec9d84021,8eb9bf98-e4d8-4ddf-acc0-e98b99ed31ad
efd77964-a837-4fd2-a5fa-9fe5d3419162,False,f6566fc3-9841-4f1d-97ce-9e84b688d7ea,cc4576bb-ef98-4f47-86ad-fec809c11201,Smith-Johnson opportunity,"Voice size six listen various back land between. Education approach feeling order themselves particular deal political.
Democratic they discover his appear early. Make our film response.",negotiation/review,106496.21,94,2025-03-18,existing business,Relate culture set increase.,partner referral,False,False,closed,pipeline,5debd16d-3c00-4361-8be1-0f0a4a16d78d,False,False,aabd9859-c27f-448b-8d4e-7a758678d035,9d2458a4-c2ba-4049-8733-9913544f4852,2024-04-15,8da286c5-5c19-4694-a2c7-78e7d1ae39e6,2024-05-22T02:44:40.253971,0d868155-edc0-49d7-9164-c25a91d1de4d,2023-01-27T20:31:17.001705,2024-06-14T07:04:12.856735,7,2024-02-28T10:33:18.535053,2,2022,q2-2022,9962eb5b-67e7-4176-bcc1-a91912dc1f4e,2024-06-10T23:31:10.306789,2024-06-10T00:49:37.051121,a313a642-5e9c-401c-8a38-fa34343881ed,6bca553b-9f26-4dc2-b256-653fa96f845f,False,True,a14f5b56-e011-4822-84ea-60dca801d00e,52c09a2b-da7f-427f-81b9-4472179ff4d6
662f1421-995f-45b4-b96a-a5e4c8ac48ab,False,7c5c5c63-bd02-4b0b-9318-13a94ae52955,6bb8654a-efe8-46cf-9d1a-8725d0ad1bab,Price and Sons opportunity,"Party morning just.
Walk stage news brother. Television remember threat table subject occur take.
Paper huge small probably those night. Evidence away line focus score.
Reduce have my east town.",qualification,50597.32,3,2024-10-06,new business,Address accept management authority skill quickly.,purchased list,True,True,pipeline,pipeline,f551f4bc-0971-4910-b947-56837cba042c,True,False,4dd44823-daef-42e2-972e-cde16cdd3540,c8a31aa7-258e-4a98-8a5a-689219b46ba6,2024-03-14,52855542-cf51-4329-ba7a-3b6c582788b0,2024-05-10T12:44:00.654232,66331aa9-783c-4068-b852-26a372f26dae,2024-04-23T00:52:37.005594,2024-06-15T14:19:51.115494,4,2024-01-01T15:57:43.093906,4,2023,q4-2023,daa68c22-c257-4969-8cc8-a3ee52113659,2024-06-06T15:28:37.547466,2024-06-14T00:58:50.355013,e321e5cd-14e5-4e1f-99fa-f8a7fd8fd52e,e3653c0d-c0d7-4a35-9574-5db72a8e8918,True,False,b714b2c1-7a37-4e2e-b4f5-bd5271f5d986,bd3988d3-9c0b-4078-b4fa-9f7d3d32a018
36a6d120-2121-455d-a3b8-d86b0755ab3b,True,55a756cc-438e-45e5-bda7-9393aa0ad8b7,1358e851-6901-417a-a83f-1dc6cf959d31,Reyes Group opportunity,"Police involve cut long friend husband later enter.
Sign trip green. Pattern address message our another. Accept owner media section act trial no.",closed lost,173498.45,50,2024-09-06,new business,Decide step fear.,partner referral,True,True,closed,best case,a9e7ee82-b82c-4d65-a259-127445d2af11,True,False,1f64d521-5d42-47b1-98d5-4c2112dd6ecd,7a79a970-bf3b-4fc7-82ab-12bac1bc67ca,2022-10-27,67d171f3-afc2-467d-8d8e-98d9d5cfef13,2023-12-17T09:20:36.388303,c6d96b39-fbf6-4a86-8616-1c28564ff03d,2021-10-11T20:16:57.108300,2024-06-18T06:45:12.319549,2,2024-03-31T08:28:44.778007,4,2021,q4-2020,53e097b5-16d8-4b48-96c0-7d060e72cd13,2024-06-16T20:02:05.312219,2024-06-15T22:19:30.211034,7e4c4eb2-d7c5-4f81-a509-850b71a7ac4b,1a5c1d92-8367-4956-aa47-cc7e7735f431,False,True,d3e46f28-6f39-4f32-be65-e1c675e767f9,db0a237d-cbb1-49fa-81f5-2fe6d9409ad5
fc9a0742-a099-4eac-80a6-ac69107ef4ab,False,1930f971-cd9b-48ce-842c-ac9e2a18a33f,538b080e-3003-4e49-86b3-baa312e2b75b,"Hernandez, Ponce and Lin opportunity","Create risk different sport doctor model. Must where set continue theory save suffer.
Agency significant season station after education. His rich reduce key bank forget early.",negotiation/review,188864.87,62,2024-09-09,new business,Open avoid speak public inside.,other,False,False,pipeline,commit,e99846a0-5078-4824-86fc-06e95700f447,False,False,5101fd90-464b-4ebb-84c3-a160a26413b8,b521a0a6-4064-4104-ab66-22b9bbd9e49c,2023-04-30,692689f4-3131-4b15-b425-0387463b3434,2023-12-10T03:20:33.053418,c1110eef-c778-4746-a7e6-8d7946790063,2020-06-24T23:16:54.412164,2024-06-15T00:10:44.371536,6,2024-03-14T12:05:02.079097,1,2023,q3-2022,71cecd6f-156f-47b8-ae2d-c219ce96fdd5,2024-06-15T17:09:46.725919,2024-06-01T05:56:19.446028,4c22ef59-6982-4934-8bef-17ea7a72ee40,b2fbdffb-bfda-46aa-a40c-5b1b0298845d,False,True,585ad134-97ba-4915-ba77-c0eefe22808d,ac4df5f5-1af9-4e4a-b7c6-e2c3cabd4895
711c623f-f724-4b34-8e53-072ef14295bf,False,005b2056-ff03-4fec-a8b3-f4a6b9957552,4ea28627-e9e2-437c-9d5c-eeaabe767279,"Allen, Sims and White opportunity",Feeling service skin collection establish hundred. Despite voice role across behind brother.,needs analysis,449289.17,65,2024-08-30,existing business,Bag next major citizen.,purchased list,True,False,closed,pipeline,29407ad4-2cab-4c81-97b5-015e379bdfe3,False,False,54b3e98b-e66f-4e41-b5f9-a4dab72cfee6,9a5ca86d-5487-4fd2-9159-fc9c7df9a20a,2023-12-24,8c428c9d-73ef-4999-a076-714c6b88e42d,2024-02-17T04:06:16.579635,4001ce96-64a5-4a70-9aef-62014f85cc95,2021-12-16T10:40:26.948946,2024-06-09T14:32:32.760706,8,2024-03-21T06:55:11.609663,1,2022,q2-2021,e9c785bc-88d7-454a-a941-5f87cbd6ac8d,2024-06-16T05:15:15.047270,2024-06-19T07:38:04.900015,436169a4-3f4b-4211-a68f-6337ad3503d8,a643687d-5fad-49ab-9c59-eff1fdaa5707,True,False,4dae0d74-f548-4e44-b673-c2266f446614,4e45799c-0ca4-4c7f-bb96-b4c195a009cb
d47e7c82-5e1a-4784-a572-91de207f95e8,False,e6dc122f-1a92-4f17-afc2-6dd3dd91dda3,bfe2d5e1-8a15-41a2-ae31-d705fd7fc630,Boyd PLC opportunity,"Perform director wind crime one as. Method hour before action continue song claim land.
Business buy office space decision financial alone. Always about south. Sometimes hope message bed.",perception analysis,371908.95,16,2025-03-05,new business,Air thank poor whatever it run.,partner referral,False,False,best case,best case,63f15f09-d2d6-4a74-8e69-e72cb2c7f7ff,False,False,c5c6c984-c254-4964-8c5e-7b7a16d0c95a,566e6bd3-fc6d-464e-bfed-ff98263134fa,2023-01-01,a9e79c2c-08f0-4a2d-a5b7-a470380124d4,2023-03-22T00:57:55.241971,58780a94-edf6-49f6-8e0e-1af7eb99b3f2,2020-12-28T04:05:39.451399,2024-06-11T17:43:28.848884,7,2024-02-20T04:10:39.110276,2,2020,q2-2021,be2b9569-1448-4590-98db-4ba030653bba,2024-06-06T17:49:36.686634,2024-06-05T10:40:22.256232,e8c44936-9356-4217-98e7-1db15649108c,5f380d5b-1962-4d3b-8454-f964399d3b27,False,False,835b9434-e52a-44e7-a772-fc8f614f04dd,3d452041-f4a7-4ae5-9bf7-c38807ebb488
379eae0a-806f-4745-9dbf-e18fcd14f71b,True,3b27154b-aac9-421d-bb7b-a16f69bff177,2880682e-223a-4211-8ed7-c64caf2999f9,"Davis, Gregory and Olson opportunity","Use big address sing. Author general difficult identify enjoy.
National according perform large word. Water space election room standard send prevent let. Foot lay follow past fill half quite.",id. decision makers,407788.96,65,2024-12-02,new business,Star herself lay per fear official compare amount.,phone inquiry,False,False,best case,pipeline,3ed6d0f3-e749-45d6-a535-ee0637ad4ca1,False,True,2a4c7631-b06a-4540-b6cc-46e457d7456a,57eb0224-e2ff-4c9b-b6bb-6076a64bd1ef,2023-10-18,1fa38b20-dd49-4242-8900-cd7484f45c41,2024-01-26T09:18:08.737548,937c9e40-a40e-4c2a-949f-4e622a1a6dc8,2023-09-11T06:14:41.293452,2024-06-16T00:36:58.504045,7,2024-06-09T00:31:44.073990,1,2020,q4-2022,f5ef7e51-d532-4d6d-ac83-0c753b35f050,2024-06-02T14:55:18.559226,2024-06-07T19:14:48.740295,68022c95-0f4e-4c41-baf3-89d55336983b,2d746450-b8b1-4369-9924-b482a24ec07b,True,True,db411feb-2f40-4e5a-8544-5dbe3312b285,6257ba10-68d3-4256-aa9b-e6c95c806f98
3f0741e1-5e7e-4173-bd11-d5b5bb29c308,False,2fbcdbd5-a6e1-42c3-93a2-d93adb51b756,17bb0ee5-4858-4f66-b02f-97b9be72fafa,"Spencer, Clayton and Cox opportunity","Whole perform chance medical.
Common them control modern. Sister land bill through should training history. Same despite close develop design late clearly.",qualification,92151.54,53,2024-08-19,new business,Enjoy boy serious pass finally.,purchased list,False,False,commit,closed,074449fb-8abe-44ff-a2f6-8a9800086f36,True,False,9ca96c71-ea1e-4fc9-a126-f1d5d8947368,37f4f2df-7f0a-4e7d-a038-8c3c601fc284,2024-04-05,476ffc27-c6a9-4eb4-a9b0-9ad319d7fcf1,2024-05-13T00:56:10.688681,c9ca0de5-0f49-4226-a8a9-d6a40f4701e7,2023-09-17T21:28:48.036349,2024-06-07T23:07:38.157378,10,2024-03-04T13:27:40.817901,1,2022,q1-2021,63d08f12-789b-463f-a404-6070ac16b44c,2024-06-03T01:23:17.365805,2024-06-16T23:47:08.599770,68f0a93e-fcb2-44ef-941f-8bfdbf61487c,ba74f89b-f55a-4910-8705-c1debc8a5c0b,False,True,968ea972-5530-4f22-910d-e768f95c71f4,729e8431-df68-4b1f-aea7-8d4940a19402
e461bc0b-a812-489f-9ae4-93703054db1f,False,6940bfaf-3970-4e6f-b7a7-d2859b631cce,c2daeeaa-a884-4eeb-b1e8-0c7da93b414e,Miller-Diaz opportunity,Theory great sometimes through. May board six population effort decide. Particular form service ten financial economic.,prospecting,181389.3,43,2024-11-18,new business,Statement weight garden attorney author others week.,web,False,False,omitted,omitted,911a413a-e5ef-48a2-9511-87a43c6c41e0,True,False,b7ca479f-083b-461e-828a-edb5a2e7f804,2f756f0c-2203-4e50-a4e1-5f46c30b624c,2022-11-08,c9fdf34c-5cad-4efa-9bf0-efaf01a187fb,2023-08-27T07:40:32.089928,92a3a9e0-b642-44df-9143-692c26cf5501,2023-08-07T01:10:02.521520,2024-06-19T11:15:56.385832,0,2024-06-14T08:16:19.241386,1,2022,q2-2020,a55f2d6b-037a-4d71-af1c-3f23b9319e2d,2024-06-02T00:14:06.494161,2024-06-16T14:55:45.763981,c0472aeb-d615-43b5-ba55-859a65ac395e,9811c2fb-187e-459f-8909-4e55eae892c5,True,True,000b2178-58e2-41e6-bfe4-83ecb985c50d,4f6e60cc-8876-47be-93fd-0cb1edcab284
