id,is_deleted,master_record_id,name,type,record_type_id,parent_id,billingaddress,billingcity,billingcountry,billingcountrycode,billinggeocodeaccuracy,billinglatitude,billinglongitude,billingphonenumber,billingpostalcode,billingstate,billingstatecode,billingstreet,billing_geocode_accuracy,shippingaddress,shippingcity,shippingcountry,shippingcountrycode,shippinggeocodeaccuracy,shippinglatitude,shippinglongitude,shippingphonenumber,shippingpostalcode,shippingstate,shippingstatecode,shippingstreet,shipping_geocode_accuracy,phone,website,photo_url,industry,number_of_employees,description,owner_id,created_date,created_by_id,last_modified_date,last_modified_by_id,system_modstamp,last_activity_date,last_viewed_date,last_referenced_date,jigsaw,jigsaw_company_id,account_source,ownership,annual_revenue,account_number
ef499da0-5274-4fd2-b33d-0d963169a3c9,True,c4dd2b5b-1d2f-48c5-9e4b-be2e30ec17ea,Berg Inc,installation partner,c9eaaa73-8580-4bc0-b0a4-5fda22ca71be,8ff698ed-e433-4fed-84d9-c303e6cf105a,"59817 Henry Tunnel Apt. 222
Cohentown, VT 83722",Margaretfurt,Turkey,BB,zip,-43.439689,126.054929,001-435-974-4676x4527,14569,Virginia,VA,63488 Hammond Track,street,"351 Golden Villages
Freemanborough, ND 95938",Christopherbury,Cohentown,JM,address,3.012950,63.471694,2965830624,69365,Wisconsin,AR,677 Torres Inlet,country,658-910-5281x6848,https://www.wilson.biz/,https://picsum.photos/553/206,insurance,4462,"Increase movie my artist major be. Manager wide deal live job member force.
Side would have them. Theory science month building clear lay nation.",8f8fe763-5d5c-4b04-94ca-90982eafba3c,2024-03-18,8c5287c7-c788-4824-ad13-ea978a43c288,2024-06-16T11:52:02.545809,bc4965b5-06c5-401d-bca8-d541094e789c,2020-02-27T00:13:17.124461,2024-06-02T22:26:19.749041,2024-06-01T09:24:40.040661,2024-06-13T06:02:05.191492,685774,177734,other,public,1785029.21,561974
ceb23c55-65af-44e1-939f-37bb02a7fdb1,False,cdd8877a-f71d-43ef-b3e4-cec0a0db9abb,Bentley Ltd,customer - direct,388a3bd1-9434-477b-9eca-51ed340b3962,3568f8c2-a83e-482c-b748-5b6f6eaabbd3,"0303 Mullins Walk
New Ashley, VA 19236",Kingport,Czech Republic,VU,street,29.006986,-87.234665,+1-808-956-8659x65566,59079,West Virginia,MT,24886 Santos Squares Suite 840,county,"3032 Snyder Via
Brendafurt, RI 22703",Williamsborough,Cameroon,BB,street,-52.081445,137.084533,(713)577-9684,37157,Maryland,MH,0609 Ruiz Court,nearaddress,(336)958-6911,http://mccullough.info/,https://dummyimage.com/348x950,media,7447,Eight continue suffer hit north. Conference foot old mouth. Choose whatever cost agent or.,c60c5e7b-edef-4df5-ac08-cd648114af31,2024-02-26,c9335032-a29c-4b69-9f5f-48ed73fb571a,2024-03-29T12:06:07.318799,666db2f1-bc38-4524-91c0-208692a3d456,2020-10-21T06:21:20.836318,2024-06-13T05:15:54.905070,2024-06-08T11:42:34.680561,2024-06-09T06:53:23.709469,255229,475757,other,subsidiary,4257033.65,849633
c0ad5933-9e25-4513-9ef5-3a759ee00802,True,d7aeec26-c667-47de-8597-a0766e791134,Wagner-Daniels,customer - direct,8dd09645-7fbf-4f28-acf4-d061bd639bdf,ea028faa-1d0b-4449-9a1a-699fa9ee6e7f,"57827 Smith Mission Apt. 755
Michellefort, MD 21208",Caseyburgh,Sao Tome and Principe,BB,state,-19.8361065,61.485805,(741)415-2613x0362,78205,Connecticut,KS,07822 Kaitlyn Radial Suite 436,city,"7198 Kristin Stravenue Apt. 374
Anthonyport, OK 26211",South Yolanda,Montserrat,IT,zip,77.6451015,-123.227710,951.285.1335x583,12878,Ohio,AZ,07576 Nicole Cliffs,street,(440)512-7149x51865,https://adams-meza.com/,https://picsum.photos/918/699,transportation,7593,Type around instead discover later. Significant race education local front film sort. Meeting exactly whose sure measure common community easy.,91f8ae45-f1d3-4726-ba7f-d45c5c76a68c,2024-02-17,519253bd-8fc4-4b04-93be-fadad8ba26f7,2024-06-11T00:44:34.945276,6cfcbba0-c6a3-4bbc-94a0-cb76ab062c90,2022-09-22T18:20:48.972935,2024-06-02T07:02:56.092543,2024-06-01T02:52:54.319314,2024-06-09T10:51:11.571521,625253,764046,other,subsidiary,8848423.37,231982
8740ca9c-38fb-4a47-a5c7-c85721467cb7,True,426c1ce6-5b91-424c-9c54-9f45d953fdfb,Medina-Parsons,technology partner,b0b27011-f728-484f-887c-cad6f6c9c05a,e320aecd-dfbe-463c-9f01-a51eb6963aba,"547 Chad Run Suite 853
New Patricia, TX 14930",Williamview,Jersey,BT,county,22.019405,-12.516718,(398)774-0118x585,64751,Georgia,IL,657 James Crossroad Suite 856,extendedzip,"739 Moody Mission
Michaelton, PA 99714",New Rogerbury,Kiribati,CY,state,6.0075935,-162.415287,001-558-697-3484x479,76776,Tennessee,VI,496 Carlson Islands Apt. 136,neighborhood,337-811-5949,http://mills.com/,https://dummyimage.com/213x950,food & beverage,7489,"Author wrong travel important. Second each woman past discover meet.
Safe lead song perform radio. Decade seem about better personal. Personal husband chair blood you hotel finally.",7405f28f-c5df-42ba-8560-0edb1fcd6394,2023-02-20,1bfd17cf-91b2-44a9-bb65-60e494305781,2023-10-20T06:22:05.697129,5d320238-0d10-44ef-8c5b-6e9f7ae4eb82,2022-02-08T21:09:34.748106,2024-06-16T00:41:35.456762,2024-06-01T05:09:53.086432,2024-06-11T08:28:26.768229,499689,573784,purchased list,public,4163026.9,379863
6b528669-69d0-49f1-b885-c15bf54e56d7,True,461cb2a9-9408-47c8-894b-5455469de825,Johnson LLC,technology partner,fee0f5fd-e610-4cdc-bb08-a76fd07cb1f1,a3dbbef2-f515-4698-8d22-478b103bae7b,"779 Burch Land Suite 188
South Aprilberg, IL 76966",Karinaton,Mauritania,MT,street,44.319874,136.934232,(240)375-5332,78483,Wyoming,PR,8451 Teresa Stravenue Apt. 601,nearaddress,"96008 Bruce Hill
South Damon, FM 97068",Deannaside,France,IQ,county,-66.4336285,69.015858,(709)503-5423x133,71966,Louisiana,FL,44618 Justin Radial Apt. 468,extendedzip,945.939.0724,http://www.jones.com/,https://dummyimage.com/333x902,transportation,2818,"Reach community serious. Matter general land meet beautiful despite. Response career name range.
Player go big laugh watch.",b366fd09-bf4b-4d82-aae8-da3fd2beaed8,2022-08-25,4283be9f-7c3d-4886-92a4-cafcf26b06de,2022-12-07T02:16:11.370450,e6954f79-0372-417e-89f6-7f4251946eaf,2021-11-13T02:35:33.310651,2024-06-16T22:05:40.428384,2024-06-13T03:14:36.616944,2024-06-12T18:22:19.502787,716795,569297,web,public,9571582.08,545694
68305ea2-65bb-4ea1-9ea6-4e49f0429ec0,False,3600665c-dfa9-4b27-ba66-38bc493292d1,Rogers-Mcmillan,technology partner,d4958a16-6991-4253-a613-d0f5e9b0dc77,de748fe6-c177-42dc-bedd-fcaf10a83201,"9722 Collin Lane
North Amy, WA 40983",South Nicoleton,Gabon,PY,county,64.9504705,148.040062,+1-640-889-1571,91682,Washington,NV,014 Taylor Falls Suite 816,country,"16293 Thomas Shores Suite 541
Brooksstad, NJ 69201",Craigland,Peru,ES,address,-80.694084,-123.643953,478-549-1111,88748,Utah,CT,4252 Thomas Cape,block,001-665-543-6639,http://www.lynch.com/,https://dummyimage.com/313x134,retail,9745,"Build finish rule ball experience head magazine. Food answer scene again respond seek character. Act mean answer health house allow worry build.
Remain or effort offer reality.",3211a5b6-dac1-408d-b6c4-603aa2ccca76,2022-12-11,678cc67a-0bc1-4229-bcb8-ade6504ab64d,2023-09-23T08:44:49.003219,8d81dfa8-0d2e-4552-9c06-4b56a698f20a,2023-10-16T02:11:32.940048,2024-06-08T07:43:09.349328,2024-06-06T17:56:28.307884,2024-06-12T14:11:17.633557,866405,189191,partner referral,other,2421944.39,769898
f497e7b0-5f95-423a-90bd-6fd96047c6da,False,8ec66d28-e98d-4cec-a25f-a983b6eb05e3,Schmidt Inc,other,02688627-eb52-4aba-a23f-a0d7d5e733f7,be86a5cf-79f1-4b9a-8dbc-b0085b9b0e29,"91265 Audrey Causeway Apt. 347
Barryville, FL 70536",Andrewton,Uganda,SO,country,-30.1039075,-60.737623,(995)851-3193x059,81668,Florida,MP,35276 Holly Port,block,"8478 Scott Ridge Suite 878
Alvaradoville, AS 58208",Lake Nicholas,Thailand,LA,nearaddress,14.1958255,-173.210133,849-804-8604x658,48276,Maine,IA,5303 Cortez Center,state,788-815-6635,http://www.werner-burns.com/,https://picsum.photos/114/703,technology,4481,"After trip thought rather value this. Baby far yes production share.
Ok claim follow of.",04db8b0c-e5d1-4ed0-8126-fbe2fde6801e,2022-11-05,845c2502-f072-40be-800d-c468bebeaff1,2023-05-31T00:57:19.797060,1f927842-cd75-48e7-a67b-872baf5af398,2021-10-26T06:06:43.416533,2024-06-02T10:16:42.121641,2024-06-03T17:27:36.074127,2024-06-05T19:16:51.424033,583498,385727,phone inquiry,public,4775271.43,934073
71819b83-e627-4089-8813-142fb23498a5,False,32f3f921-208b-40f0-bbc3-593b35cffc37,"Maxwell, Davis and Sanchez",other,f1512e50-92fd-45cb-b9c8-308b96e04842,3f5498c7-f448-40e5-a095-8719a12af3f5,"823 Abigail Key Apt. 394
East Catherine, NC 69328",Lake Samuel,Benin,BO,street,54.219823,149.837016,+1-516-654-4389,12080,New York,WA,872 Sloan Gardens,county,"PSC 7755, Box 4876
APO AE 24789",Hernandezmouth,Estonia,BO,zip,76.5068165,75.739669,3805289038,66979,South Carolina,PR,25800 Erika Vista,extendedzip,+1-573-251-5486x92375,http://www.harrison.com/,https://picsum.photos/85/295,retail,1280,"By remain appear recently. Public prove size first body cup.
Break feeling page officer bill born continue father. Save for themselves set radio mother. Year writer write memory war story.",270201c6-5d7b-4f22-a2e5-bdd1128ec264,2024-05-17,6bc73529-e5a5-459e-bea3-43bd11ba2e97,2024-05-23T16:41:28.606869,d45a1c25-4e44-4f40-bedf-bb92b4405ce5,2022-06-17T07:16:56.392744,2024-06-04T20:54:08.027897,2024-06-15T00:05:42.100744,2024-06-04T17:06:11.578644,425138,659776,other,subsidiary,1904003.34,482356
6c6f2d34-8ea5-4fc0-a638-ad04f51ebea4,True,4a58998e-c93b-4eb5-ae90-bd11014e9de4,Knight-Allen,installation partner,78f764c0-fc7f-4f69-a175-14cd76af9074,90c0c418-04fe-4a36-95d8-6404779c0c84,"75881 Rogers Route Suite 134
Kyleville, AZ 74866",Hernandezview,French Polynesia,VN,street,45.7674795,-25.673894,(657)257-0561,84202,Arizona,OR,66046 Aaron Stream,zip,"210 Justin Hill Apt. 897
South Stacey, NE 94866",Lake Jeffreymouth,Kazakhstan,LI,address,-79.642999,132.958825,+1-256-311-2529x113,91517,Rhode Island,MP,2360 Hardy Fall Suite 020,extendedzip,001-296-344-8305x61929,http://gonzalez-gomez.com/,https://dummyimage.com/499x545,electronics,1037,"Sort management continue result point. Dream economy many player create listen.
Sing talk seek very. My face huge leave one common size hand.",e4c0dfa6-ef73-4289-8cc6-0ca640389bad,2022-10-09,3cc21c99-31d2-47a1-bccf-fa103e82674d,2023-02-24T11:10:30.093431,73f77b3b-5576-4254-803e-9dd8b0d360a0,2020-09-19T17:52:44.283230,2024-06-12T01:05:16.660753,2024-06-11T19:12:31.845413,2024-06-09T06:13:02.185629,389584,986529,partner referral,public,3494272.76,697358
8ffc073d-f9cf-4bd2-8f51-0827637eecaa,False,6f772865-7446-4334-9cac-f559b0ac04c3,Williams LLC,channel partner / reseller,2ee8895a-d324-429c-8114-610904ee9841,33e0cc6b-dd26-47b2-a74a-32493b768da9,"62984 Diaz Unions Apt. 539
East Samantha, OK 88751",Meaganside,Gabon,AU,zip,83.800996,-174.110185,772.588.3604,03583,Arkansas,GU,96015 Christy Forge,county,"23943 Courtney Oval Apt. 773
Turnerland, AK 68054",Nelsontown,Korea,KM,zip,75.6782695,69.215820,732.914.3389,15079,Texas,VT,0809 Wilkins Island Suite 492,address,(898)763-3373,https://www.stark.net/,https://picsum.photos/685/1018,healthcare,658,"Finish card benefit nation grow born. Discussion manage baby understand require call someone. Modern number society him.
Wind within agree.",72d6d1e2-77a4-48ab-ab6b-8b09bba2dd43,2024-03-06,723be69e-a0b8-4058-bae3-1474937e2fde,2024-03-20T09:30:51.058554,1f97bd9e-fe7d-43fc-b824-43b086eb8696,2022-07-28T08:10:23.115995,2024-06-13T03:21:40.974609,2024-06-12T10:53:51.652504,2024-06-04T21:42:30.823025,672057,524521,web,subsidiary,1542355.13,287190
