id,is_deleted,account_id,record_type_id,name,description,stage_name,amount,probability,close_date,type,next_step,lead_source,is_closed,is_won,forecast_category,forecast_category_name,campaign_id,has_opportunity_line_item,is_split,pricebook_2_id,owner_id,created_date,created_by_id,last_modified_date,last_modified_by_id,system_modstamp,last_activity_date,push_count,last_stage_change_date,fiscal_quarter,fiscal_year,fiscal,contact_id,last_viewed_date,last_referenced_date,synced_quote_id,contract_id,has_open_activity,has_overdue_task,last_amount_changed_history_id,last_close_date_changed_history_id
cb48bdb1-4940-4e10-ad6d-cf18ab09b8f0,False,c7653732-ce63-4037-acea-33670f527c0d,5d30dd34-b2e9-46f0-8667-b421a347b106,"Gregory, Morgan and Davis opportunity","Once bar piece. Capital return authority. Speech rise save now.
Reveal serve outside hair region my. Nothing maybe south serve through fight.",proposal/price quote,88441.87,8,2025-05-09,existing business,Goal hundred yard I could or American.,web,False,False,pipeline,closed,07780f22-c1fa-4cf7-a601-dd8c9cdec4f6,False,True,9a422314-4c72-4641-887e-66c8b80663db,0a2bf071-6562-4e75-adcd-15d5c5fe5587,2024-05-02,851b4fa1-866c-48d9-ae02-b09195db183a,2024-05-28T05:23:06.741073,c394c47a-ba4e-4f11-b1cc-1a4517aba0f8,2023-12-25T08:47:42.955231,2024-06-09T11:03:31.545887,9,2024-02-20T13:58:50.436106,3,2022,q4-2020,696cd7a7-da45-44e4-bb34-3e667ba77def,2024-06-05T10:37:33.632862,2024-06-14T21:51:47.874288,55b20e7c-726b-4741-b7e9-cc2986562641,08fa2070-3717-4298-9f18-8e4643524250,False,False,612c49a5-77c4-4581-b492-1392ee5b25a5,0967e11b-ed93-41fa-b51c-a20d41a07bac
c08fc38a-9e73-47a1-9c73-d77c332bb7e2,False,9a01938f-5fc1-45ee-be4a-88b65845537e,6679cc90-374f-49bc-b1a1-7c15a8362c6a,Sullivan and Sons opportunity,Mean research reveal raise view they. Focus think into a American. Catch life task tree.,prospecting,372695.98,98,2025-01-25,existing business,Street sell poor down far.,purchased list,True,True,omitted,omitted,95feff51-2d65-41ce-9513-4780434b6392,True,False,71df6d2f-4ebb-4ec4-9f53-572add1b4d95,0c9a33f1-b95e-4f7c-b364-e3e081be3145,2023-08-20,ed7a3731-1b79-4290-a6e4-291c6ac9d5e8,2023-11-05T23:10:10.608549,f022bd4d-b4c9-42d8-a603-29f0a50c8563,2023-06-10T22:20:03.012411,2024-06-09T18:10:17.925165,5,2024-04-21T14:17:25.385239,4,2020,q2-2021,f65e37fe-9712-485c-8112-cacf97654b31,2024-06-15T13:26:31.287980,2024-06-03T10:57:19.722289,6c5b3a5b-0389-4fce-82a7-971c3b4eb360,184c2095-3fe6-44ca-a949-48d7fdc79c01,True,False,9d93c91b-b7ef-40fa-917e-f7ca2d7d6d23,22a27923-cfef-4cd7-b906-f0ca6127cfaa
103af611-ac2e-4ce8-84e8-e15390efe182,True,77c0c0f4-5066-4e62-bb76-e688622d89b8,53514057-a863-439f-91c0-2dea15ca08e3,Adams LLC opportunity,Response because movement wide image decision. Report subject put want. Operation resource mother everybody ahead everyone.,closed lost,202224.43,95,2024-10-19,new business,Buy along carry situation laugh if.,phone inquiry,False,False,commit,best case,ed345835-45ac-4b6a-8c5d-0ea877a5186b,False,True,4fcee90d-d6a9-4b63-84ef-6066b5bd8762,298f3929-2574-4c67-b51c-c650e26d03dc,2022-10-30,f0ed6036-314c-48bf-9e3d-a97f265eabe8,2023-06-23T16:19:58.368883,96440380-d79e-4c55-949d-e90da3fd4376,2023-07-29T13:00:00.121567,2024-06-19T08:42:30.039415,7,2024-01-08T00:30:47.220749,4,2022,q1-2023,c045db24-9935-4656-a96d-8ed3d38a2d99,2024-06-08T05:05:49.014328,2024-06-05T04:39:59.157320,ec99970c-ef6b-4523-aa76-15f8d3c3b29e,6d830c9b-b4c9-43e1-a50e-3637091be589,True,True,353bffe6-da25-49cb-9ddc-f56295597a8c,ad2dd655-f5de-4c19-aea8-d32d711418bb
13a9cca7-8444-492d-b436-815ff4f16577,True,25ad1e9a-9f11-4317-80d4-dfc442f799a4,37d67a67-471f-4c54-a21d-c95a49991525,"Palmer, Stephens and Gordon opportunity","Above arrive player beautiful. Behind true case new hot.
Contain discuss particular table article itself home run. Send word receive collection democratic.",proposal/price quote,55666.83,44,2024-07-22,new business,Me part return church imagine main send.,web,True,False,closed,best case,1e48cbb5-31b1-4e7d-84a7-a6cc2884910b,False,True,9fad28f6-6e70-44f2-810a-88b95fcd4ac2,0df719a3-65d8-4580-91a0-fcd151e340d7,2022-08-08,1a61f196-175c-42c8-b134-c30c2d5a4050,2023-02-21T01:30:20.306621,b2cb6707-a687-4bc4-8b00-e5f0b542c0ab,2022-10-08T12:08:42.073875,2024-06-11T05:33:23.502970,4,2024-05-14T00:54:59.083993,2,2020,q3-2021,2e298cf1-8840-485d-90d2-4724ab5a1b5c,2024-06-14T11:29:19.582405,2024-06-07T00:29:37.391858,5faeb062-b5a6-4b6e-a5ca-3af85cb7d8c4,f4eb8ea9-2ae3-4a20-bf80-42b7bffae540,False,False,0858b1c9-e303-4abd-95d0-e17e9195c1ef,458316bc-7397-4cf4-8246-be2008c2b6a8
3541bd2c-0593-483f-a41e-bd2d1d574983,True,b9c6039c-0d9b-4d92-971f-8683c2fe49ea,ae9e8fac-faad-4e0b-8f83-ec2cd6743fb8,Freeman-Hernandez opportunity,Such notice teach increase movie. Official modern watch create note population hold.,id. decision makers,268457.26,4,2024-08-08,existing business,Seem boy deal his who.,other,True,False,commit,closed,083f4200-99d8-46d9-afdb-57d239cb2026,True,True,25a369d6-5ec9-4be9-a3a8-2066ceb81bb5,6c44b3fb-4e6c-4e24-b7fe-136e687702a1,2023-06-21,9b280b62-c4fa-4a0e-aed4-031fcabe0cf1,2024-03-27T18:44:18.996102,6e34b54d-60aa-40b7-8aff-2b4e713ad002,2022-11-25T13:51:55.152384,2024-06-14T02:41:45.769452,4,2024-03-28T16:52:51.014939,2,2021,q1-2023,c4ceb0ce-e688-455c-a08f-03a18092c454,2024-06-16T16:44:33.292923,2024-06-12T22:28:28.710287,3ee00b81-d392-45f4-915f-f97215fe0719,66b0cc7f-2320-47bf-98ed-e7ff740dcb7c,False,False,63e85479-0707-4e64-a905-7185d652be57,08298f42-46c3-4d45-a702-b0fbc24d4888
6a2a22d2-e733-4e77-b3d8-296919a1944f,True,c258c697-2353-4a25-a555-f47e9dca19b5,509ffd60-d8f9-4c20-a84a-7a4d3817aa3b,Payne PLC opportunity,"Do wall head though. Institution piece identify loss operation child. Respond father here event develop somebody.
Poor but region certainly night. Class project third. Bill scientist reason name.",value proposition,243933.42,40,2024-10-13,existing business,Follow statement send marriage politics moment anything.,phone inquiry,False,False,omitted,best case,d7bbba17-0060-491e-99ee-5d60d8c0af10,False,True,df0f07b4-6e1d-4b26-8b12-3bf3cbf72843,01690ede-3288-4130-8d70-6febe98d353b,2022-07-18,35f7a5f3-d309-43e9-8bfb-9ca7ea709170,2023-12-19T03:43:06.498729,cf34c6b3-b27a-4ad9-b26a-cdf5e852321a,2021-09-26T01:28:33.242536,2024-06-16T09:37:28.337764,7,2024-03-19T14:45:47.003058,1,2021,q3-2023,4a615280-dfe2-4e2d-94f8-3f9e6c62f221,2024-06-04T00:16:18.301433,2024-06-05T06:22:59.408870,6833ef67-c14c-479b-a11f-0204c0514c3a,776106df-813c-415b-95ad-1faa1715514a,False,False,711ee222-9965-4b3d-99c9-47ce64267279,e9d4c1b8-9dc8-44f2-9f5d-6579cafb04c6
ccf523ba-f0b4-4733-b44c-7306c347bb43,True,8fd515d9-652b-4da0-8d28-95bc36033f8a,667b3108-cfea-4637-a8ce-5912d9cb27d8,"James, Christensen and Carlson opportunity",Trade reveal give fast from he open. Win TV attack agreement return sister try trade. Return agent public evidence great amount.,prospecting,344831.76,77,2024-07-26,existing business,Production bar trade.,phone inquiry,True,True,omitted,commit,2c739b3a-bc26-4d9e-beef-ded1376ec533,False,False,a268fdf9-9929-461c-975e-be15d0316966,38043955-dea4-4e5e-a47a-09428cc09105,2022-08-30,81c3b8ef-dd5b-4676-ba89-4f6fa54a10e7,2023-07-24T04:16:35.149750,5dd214ef-2622-490d-811c-4697eb54cfe2,2021-05-30T08:07:43.330476,2024-06-07T17:27:10.175513,5,2024-01-21T00:05:25.454373,3,2022,q4-2020,e3cb2383-76d6-4145-a645-11aec49551e5,2024-06-11T02:35:44.875098,2024-06-07T07:10:06.306113,380578e8-221b-49c2-8fe1-bd9f5f87faaa,ba230e8b-e9ac-4d4a-bb27-7656ab571183,True,False,dc7f6f78-c9c0-4ade-97b1-d9a1c0f782f5,9102275a-7014-40e5-ae64-1b5ae841340e
98b6b80c-027c-44be-b926-0f777e1f15a0,False,c76f7f7d-dfa9-4dce-9289-c4725fb7b496,2f241040-a699-4b2f-95c0-fc7da336b190,Bruce-Roth opportunity,Until Republican east. Performance course whatever along until result.,needs analysis,49059.21,38,2024-11-22,existing business,Hair present process culture face.,purchased list,True,False,best case,omitted,41d1efe9-5ca5-4220-bcb0-9211740f8f14,False,False,1f91c261-e80b-44d2-991e-e4dcdd8007e2,bfe1c926-5d71-49e0-82aa-6349643fedb6,2022-07-13,8f80e06c-70cd-4a5c-8750-7b573d8eccf4,2023-02-15T13:08:41.209218,a6bb3559-0b31-4666-af92-c6248aafc94c,2023-07-13T12:25:42.839385,2024-06-10T00:48:42.714036,6,2024-06-19T13:51:29.981947,3,2020,q1-2020,0c5f2a59-0575-4ffc-b087-c13f24764229,2024-06-20T03:04:46.011558,2024-06-11T01:13:30.405082,58e39837-7d2d-4e36-82b8-1527a9cddf6c,01d815b7-be05-4f03-b409-ce9fac624226,True,False,1e10e18e-780d-4fd0-b6d1-193d08e6df9d,14bd7193-453f-4e73-81bc-6723afeb6daf
ae383578-b8ca-43c2-8d1a-d9387ee984e0,True,356fa95c-20c5-406e-8765-8f9d26c16ea1,d1f6660b-fd71-4918-905b-5e3bd077e580,West-Hicks opportunity,"Make bit answer among set. New wind item activity your. Dog star cell wind such.
Mention remain board listen. Serve we exist. Along art anything argue. Run person little shake.",proposal/price quote,434063.58,48,2024-07-02,existing business,Account around left interest response teach.,phone inquiry,False,False,commit,best case,7d22e1dd-1a09-4852-997e-e92e7dd4d61b,False,False,21cfad42-67a4-4bb0-bffb-2d8e91ca4f3a,6d90be37-b70c-494e-b210-fdd0265f52ec,2022-11-27,c2b1fa7a-8231-49fa-8268-9a95c572df4c,2023-10-18T07:55:36.484647,43acafed-c262-4869-a66d-cdbff957e2b3,2023-12-04T06:40:46.727945,2024-06-14T12:09:39.844511,4,2024-04-03T16:25:15.076911,1,2022,q4-2023,c71cf549-7568-405e-a929-0d0ff7ea83d0,2024-06-20T01:59:37.533965,2024-06-11T12:11:02.586757,f9b02b77-784a-427f-a7e1-0145aff04a62,a881e1b3-93eb-47f9-b989-b6f03f9ab127,True,True,fbdba9e4-4628-4de8-94ee-c10e9822f29d,4348e004-f0f1-49c2-bcc6-8210a3c86a3b
368a928e-681d-4072-96f2-99cdff73a255,False,e1a4be41-40e4-41d4-91cb-4529fb4b2a1b,a7b8175a-64c9-476c-a77a-17631b11cf30,Jacobs Group opportunity,"Democrat even wide establish movie able. Week attack common then thank traditional system reflect.
Size call join term then leg. Foot ability always sound. Night leg star argue budget leader star.",value proposition,338816.0,31,2025-03-17,existing business,Institution camera according hard individual soldier assume.,web,False,False,best case,commit,0ae8c48a-6e8b-4c1b-b774-ef4d4a3b3857,True,True,c26980f0-39b1-45c0-bbc5-cbc06d2c82dc,e5d59198-74a4-4823-b73c-2dd0dd6a8628,2023-03-27,ca1b0519-612d-4357-856f-5992e116ad37,2023-06-05T23:58:36.759063,522292d8-01c5-484f-8a49-a4f1172b062d,2020-12-14T00:13:57.792950,2024-06-12T16:24:19.637778,10,2024-05-09T18:56:01.798047,4,2023,q3-2023,fecc7b42-6276-4b81-8a4d-813667a54760,2024-06-02T17:35:08.910072,2024-06-09T20:58:21.022807,825aec23-8a91-4189-b394-1fed67b414d1,924a22b3-97e7-4817-a649-777362957459,False,False,f046c1bf-981c-409c-82e5-9942b9237aab,7dc9de60-95fe-410f-8c29-eacbd365fea2
